			Indicator 4A			Indicator 4B		Indicator 9	Indicator 10	Indicator 11			Indicator 12			Indicator 13			
			Significant Discrepancy (Suspension/Expulsion)			Significant Discrepancy by Race/Ethnicity (Suspension/Expulsion)		(Disproportionality in Special Ed.)	(Disproportionality in Disability Category)	(Init Eval Timelines)			(Part C to B Transition)			(Secondary Transition)			
Year	Org Name	Org Code	Students #	Susp #	Susp %	Significant discrepancy	PPPs contribute to significant discrepancy	Disproportionate Representation in Special Ed	Disproportionate Representation in Disability Categories	Sch Yr Rev	Eval Comp #	Dist Rate	Sch Yr Rev	Ref Part C	IEP by #	IEP by %	Sch Yr Rev	Records in Compliance #	Dist Rate
2006	Hawlemont	06850000	29	0	0	-	-			2008-09	NR	NR		NR	NR	NR	2008-09	NR	NR
2006	King Philip	06900000	288	1	0.3	-	-			2006-07	NR	NR		NA	NA	NA	2007-08	NR	NR
2006	Lincoln-Sudbury	06950000	262	0	0	-	-			2007-08	NR	NR		NA	NA	NA	2005-06	21	67.7
2006	Manchester Essex Regional	06980000	191	1	0.5	-	-			2007-08	NR	NR		9	9	100	2005-06	18	60
2006	Marthas Vineyard	07000000	208	2	1	-	-			2005-06	NR	NR		3	-	-	2006-07	NR	NR
2006	Masconomet	07050000	313	1	0.3	-	-			2005-06	16	100		NA	NA	NA	2006-07	NR	NR
2006	Mendon-Upton	07100000	310	2	0.6	-	-			2008-09	NR	NR		11	11	100	2008-09	NR	NR
2006	Mount Greylock	07150000	93	3	3.2	-	-			2005-06	-	-		NA	NA	NA	2006-07	NR	NR
2006	Mohawk Trail	07170000	266	4	1.5	-	-			2008-09	NR	NR		4	-	-	2008-09	NR	NR
2006	Narragansett	07200000	265	1	0.4	-	-			2006-07	NR	NR		5	-	-	2007-08	NR	NR
2006	Nashoba	07250000	425	0	0	-	-			2008-09	NR	NR		15	3	20	2008-09	NR	NR
2006	New Salem-Wendell	07280000	23	0	0	-	-			2005-06	-	-		NA	NA	NA	2006-07	NR	NR
2006	Northboro-Southboro	07300000	137	0	0	-	-			2006-07	NR	NR		27	27	100	2007-08	NR	NR
2006	North Middlesex	07350000	642	5	0.8	-	-			2007-08	NR	NR		25	24	96	2005-06	29	100
2006	Old Rochester	07400000	135	1	0.7	-	-			2008-09	NR	NR		10	10	100	2008-09	NR	NR
2006	Pentucket	07450000	539	0	0	-	-			2005-06	37	100		13	12	92.3	2006-07	NR	NR
2006	Pioneer Valley	07500000	195	0	0	-	-			2006-07	NR	NR		3	-	-	2007-08	NR	NR
2006	Quabbin	07530000	397	1	0.3	-	-			2008-09	NR	NR		13	13	100	2006-07	NR	NR
2006	Ralph C Mahar	07550000	149	7	4.7	-	-			2006-07	NR	NR		NA	NA	NA	2007-08	NR	NR
2006	Silver Lake	07600000	276	5	1.8	-	-			2006-07	NR	NR		21	16	76.2	2007-08	NR	NR
2006	Southern Berkshire	07650000	113	0	0	-	-			2006-07	NR	NR		2	-	-	2008-09	NR	NR
2006	Southwick-Tolland	07660000	249	11	4.4	-	-			2005-06	13	100		4	-	-	2006-07	NR	NR
2006	Spencer-E Brookfield	07670000	452	0	0	-	-			2007-08	NR	NR		17	17	100	2005-06	29	100
2006	Tantasqua	07700000	290	1	0.3	-	-			2008-09	NR	NR		NA	NA	NA	2008-09	NR	NR
2006	Triton	07730000	394	1	0.3	-	-			2006-07	NR	NR		15	15	100	2007-08	NR	NR
2006	Up-Island Regional	07740000	82	0	0	-	-			2006-07	NR	NR		NR	NR	NR	2007-08	NR	NR
2006	Wachusett	07750000	904	5	0.6	-	-			2008-09	NR	NR		21	21	100	2008-09	NR	NR
2006	Quaboag Regional	07780000	252	1	0.4	-	-			2007-08	NR	NR		9	9	100	2005-06	29	100
2006	Whitman-Hanson	07800000	715	4	0.6	-	-			2005-06	25	100		17	17	100	2006-07	NR	NR
2006	Assabet Valley	08010000	252	7	2.8	-	-			2008-09	NR	NR		NA	NA	NA	2008-09	NR	NR
2006	Blackstone Valley Reg	08050000	149	1	0.7	-	-			2005-06	-	-		NA	NA	NA	2006-07	NR	NR
2006	Blue Hills Voc	08060000	223	0	0	-	-			2006-07	NR	NR		NA	NA	NA	2007-08	NR	NR
2006	Bristol-Plymouth Voc Tech	08100000	233	2	0.9	-	-			2007-08	NR	NR		NA	NA	NA	2005-06	30	100
2006	Cape Cod Region Voc Tech	08150000	201	0	0	-	-			2007-08	NR	NR		NA	NA	NA	2005-06	26	89.7
2006	Franklin County	08180000	141	1	0.7	-	-			2007-08	NR	NR		NA	NA	NA	2005-06	30	100
2006	Greater Fall River	08210000	120	0	0	-	-			2008-09	NR	NR		NA	NA	NA	2008-09	NR	NR
2006	Greater Lawrence RVT	08230000	243	1	0.4	-	-			2007-08	NR	NR		NA	NA	NA	2005-06	22	44.9
2006	Greater New Bedford	08250000	246	1	0.4	-	-			2008-09	NR	NR		NA	NA	NA	2008-09	NR	NR
2006	Greater Lowell Voc Tec	08280000	466	0	0	-	-			2006-07	NR	NR		NA	NA	NA	2007-08	NR	NR
2006	So Middlesex Voc Tech Reg	08290000	298	6	2	-	-			2005-06	-	-		NA	NA	NA	2006-07	NR	NR
2006	Minuteman Voc Tech	08300000	357	1	0.3	-	-			2006-07	NR	NR		NA	NA	NA	2007-08	NR	NR
2006	Montachusett Voc Tech Reg	08320000	220	2	0.9	-	-			2007-08	NR	NR		NA	NA	NA	2005-06	30	100
2006	Northern Berkshire Voc	08510000	99	3	3	-	-			2008-09	NR	NR		NA	NA	NA	2008-09	NR	NR
2006	Nashoba Valley Tech	08520000	138	2	1.4	-	-			2006-07	NR	NR		NA	NA	NA	2007-08	NR	NR
2006	Northeast Metro Voc	08530000	321	1	0.3	-	-			2007-08	NR	NR		NA	NA	NA	2005-06	30	100
2006	North Shore Reg Voc	08540000	191	1	0.5	-	-			2007-08	NR	NR		NA	NA	NA	2005-06	30	100
2006	Old Colony Reg Voc Tech	08550000	121	0	0	-	-			2005-06	-	-		NA	NA	NA	2006-07	NR	NR
2006	Pathfinder Voc Tech	08600000	209	0	0	-	-			2005-06	NR	NR		NA	NA	NA	2006-07	NR	NR
2006	Shawsheen Valley Voc Tech	08710000	407	2	0.5	-	-			2008-09	NR	NR		NA	NA	NA	2008-09	NR	NR
2006	Southeastern Reg Voc Tech	08720000	290	8	2.8	-	-			2007-08	NR	NR		NA	NA	NA	2005-06	30	100
2006	South Shore Reg Voc Tech	08730000	164	0	0	-	-			2008-09	NR	NR		NA	NA	NA	2008-09	NR	NR
2006	Southern Worcester Cty VT	08760000	226	5	2.2	-	-			2005-06	NR	NR		NA	NA	NA	2006-07	NR	NR
2006	Tri County	08780000	330	0	0	-	-			2005-06	-	-		NA	NA	NA	2006-07	NR	NR
2006	Upper Cape Cod Voc Tech	08790000	168	2	1.2	-	-			2006-07	NR	NR		NA	NA	NA	2007-08	NR	NR
2006	Whittier Voc	08850000	225	0	0	-	-			2005-06	-	-		NA	NA	NA	2006-07	NR	NR
2006	Bristol County Agr	09100000	58	0	0	-	-			2005-06	-	-		NA	NA	NA	2006-07	NR	NR
2006	Essex Agr Tech	09130000	86	0	0	-	-			2005-06	NR	NR		NA	NA	NA	2006-07	NR	NR
2006	Norfolk County Agr	09150000	65	1	1.5	-	-			2006-07	NR	NR		NA	NA	NA	2007-08	NR	NR
2007	Abington	00010000	314	0	0	-	-			2005-06	-	-		1	-	-	2006-07	30	100
2007	Acton	00020000	419	0	0	-	-			2007-08	NR	NR		14	14	100	2005-06	NR	NR
2007	Acushnet	00030000	199	0	0	-	-			2006-07	13	43.3		5	-	-	2007-08	NR	NR
2007	Agawam	00050000	683	6	0.9	-	-			2008-09	NR	NR		24	23	95.8	2008-09	NR	NR
2007	Amesbury	00070000	430	0	0	-	-			2005-06	10	83.3		7	1	14.3	2006-07	30	100
2007	Amherst	00080000	231	0	0	-	-			2006-07	21	91.3		3	-	-	2007-08	NR	NR
2007	Andover	00090000	949	2	0.2	-	-			2008-09	NR	NR		13	9	69.2	2008-09	NR	NR
2007	Arlington	00100000	720	9	1.3	-	-			2007-08	NR	NR		26	20	76.9	2005-06	27	90
2007	Ashland	00140000	338	0	0	-	-			2008-09	NR	NR		8	8	100	2008-09	NR	NR
2007	Attleboro	00160000	1131	40	3.5	-	-			2008-09	NR	NR		30	28	93.3	2008-09	NR	NR
2007	Auburn	00170000	289	3	1	-	-			2007-08	NR	NR		7	1	14.3	2005-06	32	100
2007	Avon	00180000	97	2	2.1	-	-			2008-09	NR	NR		4	-	-	2008-09	NR	NR
2007	Ayer	00190000	195	0	0	-	-			2005-06	12	100		15	15	100	2006-07	36	100
2007	Barnstable	00200000	585	16	2.7	-	-			2007-08	NR	NR		9	6	66.7	2005-06	22	73.3
2007	Bedford	00230000	446	1	0.2	-	-			2008-09	NR	NR		5	-	-	2008-09	NR	NR
2007	Belchertown	00240000	398	3	0.8	-	-			2005-06	32	100		9	9	100	2006-07	30	100
2007	Bellingham	00250000	336	0	0	-	-			2005-06	15	100		14	14	100	2006-07	30	100
2007	Belmont	00260000	533	1	0.2	-	-			2005-06	37	86		13	11	84.6	2006-07	29	100
2007	Berkley	00270000	139	0	0	-	-			2008-09	NR	NR		7	7	100	2008-09	NR	NR
2007	Berlin	00280000	47	0	0	-	-			2005-06	-	-		NR	NR	NR	2006-07	NR	NR
2007	Beverly	00300000	877	0	0	-	-			2005-06	17	94.4		37	33	89.2	2006-07	17	77.3
2007	Billerica	00310000	1190	2	0.2	-	-			2007-08	NR	NR		44	44	100	2005-06	3	13.6
2007	Boston	00350000	11165	63	0.6	-	-			2006-07	563	82.7		274	237	86.5	2006-07	30	100
2007	Bourne	00360000	371	1	0.3	-	-			2006-07	49	100		6	6	100	2007-08	NR	NR
2007	Boxborough	00370000	64	0	0	-	-			2007-08	NR	NR		1	-	-	2005-06	NR	NR
2007	Boxford	00380000	129	0	0	-	-			2006-07	23	100		5	-	-	2007-08	NR	NR
2007	Boylston	00390000	50	0	0	-	-			2005-06	-	-		NR	NR	NR	2006-07	NR	NR
2007	Braintree	00400000	1021	0	0	-	-			2006-07	88	100		37	37	100	2007-08	NR	NR
2007	Brewster	00410000	70	0	0	-	-			2006-07	-	-		NA	NA	NA	2007-08	NR	NR
2007	Brimfield	00430000	64	0	0	-	-			2008-09	NR	NR		NR	NR	NR	2008-09	NR	NR
2007	Brockton	00440000	2064	95	4.6	-	-			2006-07	149	98.7		33	10	30.3	2007-08	NR	NR
2007	Brookfield	00450000	41	0	0	-	-			2008-09	NR	NR		NR	NR	NR	2008-09	NR	NR
2007	Brookline	00460000	1110	6	0.5	-	-			2005-06	40	95.2		28	21	75	2006-07	25	100
2007	Burlington	00480000	500	0	0	-	-			2005-06	63	100		25	25	100	2006-07	31	100
2007	Cambridge	00490000	1303	12	0.9	-	-			2008-09	NR	NR		40	27	67.5	2008-09	NR	NR
2007	Canton	00500000	454	2	0.4	-	-			2007-08	NR	NR		22	22	100	2005-06	29	100
2007	Carlisle	00510000	84	0	0	-	-			2006-07	14	87.5		7	7	100	2007-08	NR	NR
2007	Carver	00520000	288	6	2.1	-	-			2008-09	NR	NR		6	5	83.3	2008-09	NR	NR
2007	Chatham	00550000	84	0	0	-	-			2005-06	-	-		6	5	83.3	2006-07	15	100
2007	Chelmsford	00560000	744	3	0.4	-	-			2006-07	71	100		30	30	100	2007-08	NR	NR
2007	Chelsea	00570000	840	1	0.1	-	-			2008-09	NR	NR		1	-	-	2008-09	NR	NR
2007	Chicopee	00610000	1117	24	2.1	-	-			2006-07	71	97.3		21	20	95.2	2007-08	NR	NR
2007	Clarksburg	00630000	19	0	0	-	-			2005-06	-	-		1	-	-	2006-07	NR	NR
2007	Clinton	00640000	322	2	0.6	-	-			2008-09	NR	NR		25	25	100	2008-09	NR	NR
2007	Cohasset	00650000	187	0	0	-	-			2005-06	12	85.7		6	5	83.3	2006-07	27	100
2007	Concord	00670000	410	0	0	-	-			2006-07	34	100		8	8	100	2007-08	NR	NR
2007	Conway	00680000	40	0	0	-	-			2008-09	NR	NR		NR	NR	NR	2008-09	NR	NR
2007	Danvers	00710000	521	6	1.2	-	-			2008-09	NR	NR		8	8	100	2008-09	NR	NR
2007	Dartmouth	00720000	655	1	0.2	-	-			2005-06	12	92.3		6	6	100	2006-07	30	100
2007	Dedham	00730000	551	2	0.4	-	-			2007-08	NR	NR		23	18	78.3	2005-06	10	33.3
2007	Deerfield	00740000	67	0	0	-	-			2008-09	NR	NR		NR	NR	NR	2008-09	NR	NR
2007	Douglas	00770000	140	1	0.7	-	-			2007-08	NR	NR		5	-	-	2005-06	11	84.6
2007	Dover	00780000	90	0	0	-	-			2007-08	NR	NR		3	-	-	2005-06	NR	NR
2007	Dracut	00790000	457	2	0.4	-	-			2008-09	NR	NR		9	5	55.6	2008-09	NR	NR
2007	Duxbury	00820000	409	3	0.7	-	-			2008-09	NR	NR		10	9	90	2008-09	NR	NR
2007	East Bridgewater	00830000	268	0	0	-	-			2007-08	NR	NR		10	5	50	2005-06	29	100
2007	Eastham	00850000	26	0	0	-	-			2006-07	-	-		NA	NA	NA	2007-08	NR	NR
2007	Easthampton	00860000	299	0	0	-	-			2006-07	20	100		6	6	100	2007-08	NR	NR
2007	East Longmeadow	00870000	646	0	0	-	-			2008-09	NR	NR		10	10	100	2008-09	NR	NR
2007	Easton	00880000	670	5	0.7	-	-			2006-07	55	100		15	14	93.3	2007-08	NR	NR
2007	Edgartown	00890000	69	0	0	-	-			2005-06	-	-		NA	NA	NA	2006-07	NR	NR
2007	Erving	00910000	20	0	0	-	-			2006-07	-	-		1	-	-	2007-08	NR	NR
2007	Everett	00930000	815	2	0.2	-	-			2007-08	NR	NR		26	13	50	2005-06	30	100
2007	Fairhaven	00940000	367	3	0.8	-	-			2007-08	NR	NR		7	7	100	2005-06	23	76.7
2007	Fall River	00950000	1638	36	2.2	-	-			2005-06	145	96.7		32	11	34.4	2006-07	27	100
2007	Falmouth	00960000	666	10	1.5	-	-			2005-06	46	92		6	0	0	2006-07	30	100
2007	Fitchburg	00970000	1149	33	2.9	-	-			2007-08	NR	NR		58	52	89.7	2005-06	30	100
2007	Florida	00980000	16	0	0	-	-			2005-06	NR	NR		1	-	-	2006-07	NR	NR
2007	Foxborough	00990000	558	12	2.2	-	-			2005-06	18	100		14	14	100	2006-07	27	90
2007	Framingham	01000000	1558	5	0.3	-	-			2006-07	102	100		43	29	67.4	2007-08	NR	NR
2007	Franklin	01010000	912	11	1.2	-	-			2007-08	NR	NR		30	30	100	2005-06	30	100
2007	Freetown	01020000	75	0	0	-	-			2005-06	-	-		NR	NR	NR	2006-07	NR	NR
2007	Gardner	01030000	561	9	1.6	-	-			2005-06	27	90		18	15	83.3	2006-07	30	100
2007	Georgetown	01050000	200	2	1	-	-			2008-09	NR	NR		10	3	30	2008-09	NR	NR
2007	Gloucester	01070000	721	2	0.3	-	-			2007-08	NR	NR		6	6	100	2005-06	30	100
2007	Gosnold	01090000	1	-	-	-	-			2006-07	NR	NR		NA	NA	NA	2007-08	NR	NR
2007	Grafton	01100000	423	0	0	-	-			2007-08	NR	NR		16	11	68.8	2005-06	30	100
2007	Granby	01110000	208	2	1	-	-			2006-07	12	100		5	-	-	2007-08	NR	NR
2007	Granville	01120000	35	0	0	-	-			2005-06	-	-		0	-	-	2006-07	NR	NR
2007	Greenfield	01140000	303	3	1	-	-			2007-08	NR	NR		5	-	-	2005-06	9	30
2007	Hadley	01170000	61	0	0	-	-			2007-08	NR	NR		3	-	-	2005-06	12	100
2007	Halifax	01180000	96	0	0	-	-			2006-07	18	100		NA	NA	NA	2007-08	NR	NR
2007	Hancock	01210000	7	0	0	-	-			2005-06	-	-		NR	NR	NR	2006-07	NR	NR
2007	Hanover	01220000	479	2	0.4	-	-			2007-08	NR	NR		9	9	100	2005-06	31	100
2007	Harvard	01250000	203	0	0	-	-			2007-08	NR	NR		6	6	100	2005-06	28	100
2007	Harwich	01260000	252	8	3.2	-	-			2007-08	NR	NR		7	7	100	2005-06	42	100
2007	Hatfield	01270000	72	0	0	-	-			2006-07	-	-		0	-	-	2007-08	NR	NR
2007	Haverhill	01280000	1370	7	0.5	-	-			2006-07	152	89.4		79	73	92.4	2007-08	NR	NR
2007	Hingham	01310000	484	4	0.8	-	-			2008-09	NR	NR		14	14	100	2008-09	NR	NR
2007	Holbrook	01330000	243	2	0.8	-	-			2007-08	NR	NR		15	14	93.3	2007-08	NR	NR
2007	Holland	01350000	43	0	0	-	-			2008-09	NR	NR		NR	NR	NR	2008-09	NR	NR
2007	Holliston	01360000	414	0	0	-	-			2005-06	46	100		6	6	100	2006-07	30	100
2007	Holyoke	01370000	1465	88	6	-	-			2008-09	NR	NR		73	13	17.8	2008-09	NR	NR
2007	Hopedale	01380000	209	0	0	-	-			2007-08	NR	NR		11	11	100	2005-06	25	92.6
2007	Hopkinton	01390000	405	0	0	-	-			2006-07	35	100		23	23	100	2007-08	NR	NR
2007	Hudson	01410000	558	1	0.2	-	-			2006-07	46	90.2		18	18	100	2007-08	NR	NR
2007	Hull	01420000	158	5	3.2	-	-			2007-08	NR	NR		5	-	-	2005-06	22	81.5
2007	Ipswich	01440000	293	0	0	-	-			2005-06	11	100		8	5	62.5	2006-07	29	100
2007	Kingston	01450000	148	0	0	-	-			2006-07	42	100		NA	NA	NA	2007-08	NR	NR
2007	Lakeville	01460000	147	0	0	-	-			2005-06	16	100		NR	NR	NR	2006-07	NR	NR
2007	Lanesborough	01480000	47	0	0	-	-			2005-06	-	-		1	-	-	2006-07	NR	NR
2007	Lawrence	01490000	2244	3	0.1	-	-			2007-08	NR	NR		26	0	0	2005-06	33	94.3
2007	Lee	01500000	142	1	0.7	-	-			2008-09	NR	NR		2	-	-	2007-08	NR	NR
2007	Leicester	01510000	317	0	0	-	-			2008-09	NR	NR		14	14	100	2008-09	NR	NR
2007	Lenox	01520000	120	1	0.8	-	-			2006-07	-	-		0	-	-	2007-08	NR	NR
2007	Leominster	01530000	1074	43	4	-	-			2008-09	NR	NR		65	57	87.7	2008-09	NR	NR
2007	Leverett	01540000	31	0	0	-	-			2006-07	NR	NR		0	-	-	2007-08	NR	NR
2007	Lexington	01550000	1095	2	0.2	-	-			2005-06	48	88.9		15	15	100	2006-07	30	100
2007	Lincoln	01570000	160	0	0	-	-			2007-08	NR	NR		5	-	-	2005-06	NR	NR
2007	Littleton	01580000	278	0	0	-	-			2005-06	16	100		4	-	-	2006-07	29	100
2007	Longmeadow	01590000	505	1	0.2	-	-			2006-07	17	56.7		17	17	100	2007-08	NR	NR
2007	Lowell	01600000	2024	0	0	-	-			2005-06	136	82.9		NR	NR	NR	2006-07	28	100
2007	Ludlow	01610000	543	4	0.7	-	-			2008-09	NR	NR		14	7	50	2008-09	NR	NR
2007	Lunenburg	01620000	259	0	0	-	-			2005-06	21	100		14	8	57.1	2006-07	29	100
2007	Lynn	01630000	2200	47	2.1	-	-			2008-09	NR	NR		7	0	0	2008-09	NR	NR
2007	Lynnfield	01640000	239	1	0.4	-	-			2005-06	16	66.7		NR	NR	NR	2006-07	30	100
2007	Malden	01650000	1005	4	0.4	-	-			2005-06	47	95.9		44	44	100	2006-07	30	100
2007	Mansfield	01670000	872	3	0.3	-	-			2005-06	34	100		17	16	94.1	2006-07	30	100
2007	Marblehead	01680000	494	6	1.2	-	-			2005-06	15	100		20	19	95	2006-07	30	100
2007	Marion	01690000	68	0	0	-	-			2008-09	NR	NR		NR	NR	NR	2008-09	NR	NR
2007	Marlborough	01700000	1030	1	0.1	-	-			2008-09	NR	NR		29	29	100	2008-09	NR	NR
2007	Marshfield	01710000	762	5	0.7	-	-			2005-06	85	100		14	12	85.7	2006-07	30	100
2007	Mashpee	01720000	235	2	0.9	-	-			2007-08	NR	NR		8	0	0	2005-06	17	56.7
2007	Mattapoisett	01730000	69	0	0	-	-			2008-09	NR	NR		6	3	50	2008-09	NR	NR
2007	Maynard	01740000	207	2	1	-	-			2008-09	NR	NR		7	7	100	2008-09	NR	NR
2007	Medfield	01750000	356	3	0.8	-	-			2005-06	21	100		7	4	57.1	2006-07	29	100
2007	Medford	01760000	865	7	0.8	-	-			2006-07	68	98.6		16	15	93.8	2007-08	NR	NR
2007	Medway	01770000	445	0	0	-	-			2006-07	38	100		4	-	-	2007-08	NR	NR
2007	Melrose	01780000	630	0	0	-	-			2005-06	21	100		NR	NR	NR	2006-07	30	100
2007	Methuen	01810000	947	0	0	-	-			2007-08	NR	NR		21	13	61.9	2005-06	26	89.7
2007	Middleborough	01820000	521	12	2.3	-	-			2007-08	NR	NR		11	7	63.6	2005-06	30	100
2007	Middleton	01840000	114	0	0	-	-			2006-07	17	100		6	5	83.3	2007-08	NR	NR
2007	Milford	01850000	640	2	0.3	-	-			2006-07	38	88.4		22	22	100	2007-08	NR	NR
2007	Millbury	01860000	318	0	0	-	-			2007-08	NR	NR		9	7	77.8	2005-06	30	100
2007	Millis	01870000	195	0	0	-	-			2005-06	9	75		3	-	-	2006-07	30	100
2007	Milton	01890000	603	0	0	-	-			2006-07	62	100		25	25	100	2007-08	NR	NR
2007	Monson	01910000	230	1	0.4	-	-			2008-09	NR	NR		0	-	-	2008-09	NR	NR
2007	Nahant	01960000	28	0	0	-	-			2008-09	NR	NR		2	-	-	2008-09	NR	NR
2007	Nantucket	01970000	194	0	0	-	-			2008-09	NR	NR		5	-	-	2008-09	NR	NR
2007	Natick	01980000	719	0	0	-	-			2008-09	NR	NR		22	19	86.4	2008-09	NR	NR
2007	Needham	01990000	545	0	0	-	-			2007-08	NR	NR		22	22	100	2005-06	30	100
2007	New Bedford	02010000	2548	2	0.1	-	-			2008-09	NR	NR		67	42	62.7	2008-09	NR	NR
2007	Newburyport	02040000	362	3	0.8	-	-			2008-09	NR	NR		5	-	-	2008-09	NR	NR
2007	Newton	02070000	2232	5	0.2	-	-			2007-08	NR	NR		60	58	96.7	2005-06	7	20
2007	Norfolk	02080000	240	0	0	-	-			2005-06	25	96.2		4	-	-	2006-07	NR	NR
2007	North Adams	02090000	266	3	1.1	-	-			2005-06	-	-		7	7	100	2006-07	39	100
2007	Northampton	02100000	575	1	0.2	-	-			2007-08	NR	NR		3	-	-	2005-06	3	12
2007	North Andover	02110000	543	1	0.2	-	-			2008-09	NR	NR		13	8	61.5	2007-08	NR	NR
2007	North Attleborough	02120000	824	19	2.3	-	-			2007-08	NR	NR		15	15	100	2005-06	30	100
2007	Northborough	02130000	249	0	0	-	-			2006-07	40	93		NR	NR	NR	2007-08	NR	NR
2007	Northbridge	02140000	352	1	0.3	-	-			2007-08	NR	NR		19	19	100	2005-06	30	100
2007	North Brookfield	02150000	98	0	0	-	-			2006-07	-	-		3	-	-	2007-08	NR	NR
2007	North Reading	02170000	377	1	0.3	-	-			2005-06	13	100		7	7	100	2006-07	30	100
