FY	org_code	district_short_name	total	avg	fte
2011	00080000	AMHERST                      	8257363	66484	124
2011	00090000	ANDOVER                      	33824063	77136	439
2011	00100000	ARLINGTON                    	17536715	55373	317
2011	00140000	ASHLAND                      	11857148	69830	170
2011	00160000	ATTLEBORO                    	28194489	77076	366
2011	00170000	AUBURN                       	10211399	61146	167
2011	00180000	AVON                         	3814121	60160	63
2011	00190000	AYER                         	5728782	75201	76
2011	00200000	BARNSTABLE                   	21855067	68127	321
2011	00230000	BEDFORD                      	15523132	78281	198
2011	00240000	BELCHERTOWN                  	10308037	63046	164
2011	00250000	BELLINGHAM                   	11198954	68328	164
2011	00260000	BELMONT                      	18322136	79489	231
2011	00270000	BERKLEY                      	3943911	64548	61
2011	00280000	BERLIN                       	1371589	71811	19
2011	00300000	BEVERLY                      	19782667	69535	285
2011	00310000	BILLERICA                    	25362376	63885	397
2011	00350000	BOSTON                       	355112043	83354	4260
2011	00360000	BOURNE                       	10336436	65670	157
2011	00370000	BOXBOROUGH                   	2955856	77786	38
2011	00380000	BOXFORD                      	4637000	71559	65
2011	00390000	BOYLSTON                     	1893619	72001	26
2011	00400000	BRAINTREE                    	24493151	63652	385
2011	00410000	BREWSTER                     	2854122	72995	39
2011	00430000	BRIMFIELD                    	1779344	62653	28
2011	00440000	BROCKTON                     	78718917	73797	1067
2011	00450000	BROOKFIELD                   	1524452	73645	21
2011	00460000	BROOKLINE                    	42165963	80485	524
2011	00480000	BURLINGTON                   	24268380	84265	288
2011	00490000	CAMBRIDGE                    	46709343	82076	569
2011	00500000	CANTON                       	16332267	72299	226
2011	00510000	CARLISLE                     	4734860	82489	57
2011	00520000	CARVER                       	8979492	67111	134
2011	00550000	CHATHAM                      	4533058	70171	65
2011	00560000	CHELMSFORD                   	22601526	66416	340
2011	00570000	CHELSEA                      	26233484	63751	412
2011	00610000	CHICOPEE                     	38896584	64059	607
2011	00630000	CLARKSBURG                   	743224	52340	14
2011	00640000	CLINTON                      	9875964	72778	136
2011	00650000	COHASSET                     	7692654	71360	108
2011	00670000	CONCORD                      	12693575	83291	152
2011	00680000	CONWAY                       	742477	52287	14
2011	00710000	DANVERS                      	19245089	71015	271
2011	00720000	DARTMOUTH                    	18761769	66531	282
2011	00730000	DEDHAM                       	15738333	69546	226
2011	00740000	DEERFIELD                    	2151083	55015	39
2011	00770000	DOUGLAS                      	6860712	59762	115
2011	00780000	DOVER                        	3831206	92765	41
2011	00790000	DRACUT                       	15903453	68284	233
2011	00820000	DUXBURY                      	15355212	66588	231
2011	00830000	EAST BRIDGEWATER             	9853188	72557	136
2011	00850000	EASTHAM                      	1517511	71920	21
2011	00860000	EASTHAMPTON                  	8203978	62483	131
2011	00870000	EAST LONGMEADOW              	13311302	66723	200
2011	00880000	EASTON                       	17549327	67837	259
2011	00890000	EDGARTOWN                    	2835956	75025	38
2011	00910000	ERVING                       	874282	56405	16
2011	00930000	EVERETT                      	30025438	69151	434
2011	00940000	FAIRHAVEN                    	8806877	60033	147
2011	00950000	FALL RIVER                   	52516523	74949	701
2011	00960000	FALMOUTH                     	20942531	72191	290
2011	00970000	FITCHBURG                    	23137984	69317	334
2011	00980000	FLORIDA                      	450955	37580	12
2011	00990000	FOXBOROUGH                   	14598145	72232	202
2011	01000000	FRAMINGHAM                   	47307078	73653	642
2011	01010000	FRANKLIN                     	28642660	71127	403
2011	01020000	FREETOWN                     	1743916	61405	28
2011	01030000	GARDNER                      	11369965	66028	172
2011	01050000	GEORGETOWN                   	6877693	62638	110
2011	01070000	GLOUCESTER                   	17027153	67541	252
2011	01100000	GRAFTON                      	12715544	63673	200
2011	01110000	GRANBY                       	4766684	58487	82
2011	01120000	GRANVILLE                    	903473	66924	14
2011	01140000	GREENFIELD                   	8839203	87172	101
2011	01170000	HADLEY                       	2699572	56714	48
2011	01180000	HALIFAX                      	2818574	68746	41
2011	01210000	HANCOCK                      	368948	61491	6
2011	01220000	HANOVER                      	13673841	68747	199
2011	01250000	HARVARD                      	6730320	79461	85
2011	01260000	HARWICH                      	7424723	67436	110
2011	01270000	HATFIELD                     	1956087	50028	39
2011	01280000	HAVERHILL                    	30557385	66213	462
2011	01310000	HINGHAM                      	19329854	73081	265
2011	01330000	HOLBROOK                     	4838433	60030	81
2011	01350000	HOLLAND                      	998989	54590	18
2011	01360000	HOLLISTON                    	15141086	71152	213
2011	01370000	HOLYOKE                      	32064946	64686	496
2011	01380000	HOPEDALE                     	5118080	64378	80
2011	01390000	HOPKINTON                    	17570515	74294	237
2011	01410000	HUDSON                       	15891454	70503	225
2011	01420000	HULL                         	6340268	71967	88
2011	01440000	IPSWICH                      	9518594	63121	151
2011	01450000	KINGSTON                     	4284556	64526	66
2011	01460000	LAKEVILLE                    	2621319	72613	36
2011	01480000	LANESBOROUGH                 	1638116	88071	19
2011	01490000	LAWRENCE                     	65315318	70949	921
2011	01500000	LEE                          	4324278	56898	76
2011	01510000	LEICESTER                    	7685394	69538	111
2011	01520000	LENOX                        	4956015	68077	73
2011	01530000	LEOMINSTER                   	27200794	62401	436
2011	01540000	LEVERETT                     	935614	59975	16
2011	01550000	LEXINGTON                    	38446997	73400	524
2011	01570000	LINCOLN                      	9040510	81963	110
2011	01580000	LITTLETON                    	7546588	77242	98
2011	01590000	LONGMEADOW                   	14838413	64403	230
2011	01600000	LOWELL                       	71805957	76454	939
2011	01610000	LUDLOW                       	12888032	57485	224
2011	01620000	LUNENBURG                    	7239913	70771	102
2011	01630000	LYNN                         	56467211	63511	889
2011	01640000	LYNNFIELD                    	11029317	71387	155
2011	01650000	MALDEN                       	32678586	75366	434
2011	01670000	MANSFIELD                    	20667473	68892	300
2011	01680000	MARBLEHEAD                   	15878101	67538	235
2011	01690000	MARION                       	2486353	81253	31
2011	01700000	MARLBOROUGH                  	23168577	66443	349
2011	01710000	MARSHFIELD                   	22138548	68434	324
2011	01720000	MASHPEE                      	9672661	69090	140
2011	01730000	MATTAPOISETT                 	2621431	69905	38
2011	01740000	MAYNARD                      	6598864	62008	106
2011	01750000	MEDFIELD                     	14386878	71827	200
2011	01760000	MEDFORD                      	24962048	65192	383
2011	01770000	MEDWAY                       	12328506	70009	176
2011	01780000	MELROSE                      	14064523	56666	248
2011	01810000	METHUEN                      	33514578	72473	462
2011	01820000	MIDDLEBOROUGH                	13945344	66820	209
2011	01840000	MIDDLETON                    	4374565	68140	64
2011	01850000	MILFORD                      	19954136	63956	312
2011	01860000	MILLBURY                     	9472070	73713	129
2011	01870000	MILLIS                       	6149756	68559	90
2011	01890000	MILTON                       	20636326	76233	271
2011	01910000	MONSON                       	5511405	61034	90
2011	01960000	NAHANT                       	1006575	70390	14
2011	01970000	NANTUCKET                    	9978967	84927	118
2011	01980000	NATICK                       	22007976	66070	333
2011	01990000	NEEDHAM                      	26999506	78328	345
2011	02010000	NEW BEDFORD                  	61552230	69402	887
2011	02040000	NEWBURYPORT                  	12338371	72536	170
2011	02070000	NEWTON                       	69983517	86560	809
2011	02080000	NORFOLK                      	5023012	67514	74
2011	02090000	NORTH ADAMS                  	9331938	66657	140
2011	02100000	NORTHAMPTON                  	11914906	57173	208
2011	02110000	NORTH ANDOVER                	19392002	65381	297
2011	02120000	NORTH ATTLEBOROUGH           	19562458	66698	293
2011	02130000	NORTHBOROUGH                 	10281143	75430	136
2011	02140000	NORTHBRIDGE                  	10913933	63123	173
2011	02150000	NORTH BROOKFIELD             	2780439	61514	45
2011	02170000	NORTH READING                	12698678	65121	195
2011	02180000	NORTON                       	11819114	69812	169
2011	02190000	NORWELL                      	10142645	72499	140
2011	02200000	NORWOOD                      	17687800	66222	267
2011	02210000	OAK BLUFFS                   	3410467	78222	44
2011	02230000	ORANGE                       	2838799	55663	51
2011	02240000	ORLEANS                      	1584903	63144	25
2011	02260000	OXFORD                       	8548700	60330	142
2011	02270000	PALMER                       	7439294	58531	127
2011	02290000	PEABODY                      	30646891	73091	419
2011	02300000	PELHAM                       	687664	62515	11
2011	02310000	PEMBROKE                     	13872390	65965	210
2011	02340000	PETERSHAM                    	487740	44340	11
2011	02360000	PITTSFIELD                   	27615857	58114	475
2011	02380000	PLAINVILLE                   	3384211	65969	51
2011	02390000	PLYMOUTH                     	36768645	61507	598
2011	02400000	PLYMPTON                     	1166568	72010	16
2011	02420000	PROVINCETOWN                 	1326774	58968	23
2011	02430000	QUINCY                       	45960822	72931	630
2011	02440000	RANDOLPH                     	15879198	69040	230
2011	02460000	READING                      	19328334	64129	301
2011	02480000	REVERE                       	33172071	74594	445
2011	02490000	RICHMOND                     	1757966	88340	20
2011	02500000	ROCHESTER                    	3104462	77806	40
2011	02510000	ROCKLAND                     	9632790	73421	131
2011	02520000	ROCKPORT                     	5729877	72438	79
2011	02530000	ROWE                         	492448	60796	8
2011	02580000	SALEM                        	29033049	69892	415
2011	02610000	SANDWICH                     	15462024	64939	238
2011	02620000	SAUGUS                       	13684202	65695	208
2011	02630000	SAVOY                        	211019	44898	5
2011	02640000	SCITUATE                     	16141146	74936	215
2011	02650000	SEEKONK                      	9786901	71023	138
2011	02660000	SHARON                       	17043540	69283	246
2011	02690000	SHERBORN                     	3214866	92381	35
2011	02700000	SHIRLEY                      	2363703	54213	44
2011	02710000	SHREWSBURY                   	25523984	72532	352
2011	02720000	SHUTESBURY                   	841504	57637	15
2011	02730000	SOMERSET                     	13044441	62674	208
2011	02740000	SOMERVILLE                   	27088768	80144	338
2011	02750000	SOUTHAMPTON                  	2568232	64206	40
2011	02760000	SOUTHBOROUGH                 	8256998	75961	109
2011	02770000	SOUTHBRIDGE                  	10821672	58909	184
2011	02780000	SOUTH HADLEY                 	10682165	64819	165
2011	02810000	SPRINGFIELD                  	121498284	58503	2077
2011	02840000	STONEHAM                     	11828033	61959	191
2011	02850000	STOUGHTON                    	20019139	69366	289
2011	02870000	STURBRIDGE                   	4493887	67781	66
